protocol_name,knesset_number,protocol_type,speaker_name,sentence_text
18_ptv_139592.docx,18,committee,שלי יחימוביץ,"אני אומר כמה דברים כלליים ואני לא אתייחס לכל ההמלצות של דוח חודק , למרות שאני לא מבינה על מה המהומה . ברמה העקרונית . איך יש במקום אחד באשראי הבנקאי מגבלות מאוד ברורות , מאוד ידועות , הבנקים דואגים היטב היום להלוואות שהם נותנים ולהשקעות שלהם , ומהצד השני יש ג'ונגל , מערב פרוע . למה הפער המטורף הזה בין הג'ונגל הזה לבין האופן שבו הבנקים דואגים לכסף שלהם ? מחר תקבל החלטה דמוקרטית שחרדים עם זקן , עם משקפיים ועם כיפה שחורה לא יכולים לשתות סודה ביום שני ."
18_ptv_139592.docx,18,committee,שלי יחימוביץ,"דמוקרטיה זה לא רק שלטון הרוב אלא זה גם זכויות המיעוט . נכון , אלה המלצות מחמירות אבל בעיניי הן לא מספיקות . הוא אמר את הדברים כדי לאתגר אותך . כאשר נוצר מצב בו מצד אחד יש מי שפועל כדי שהחוב לא ייפרע ועושה הכל כדי שהחוב לא ייפרע , ומצד שני מי שכל החסכונות שלו לעת זקנה מושקעים דרך המוסדיים באותם גופים שאין להם עניין שהחוב ייפרע , יש לנו עניין גדול מאוד לגונן על הציבור ולדאוג לכך שיהיו התניות , יהיו מוסרות , יהיו תנאים וכספם של האזרחים לא יהיה למרמס ולא יהיה להפקר . לטעמי הן לא מספיקות ."
18_ptv_139592.docx,18,committee,שלי יחימוביץ,"יפה . אז מה ? לא יצא מזה שום דבר , לצערי . אני מציעה שנשב כאן גם עם הדוח הזה וגם עם הדוח של הרשות לניירות ערך , נשווה ביניהם , ניכנס לעובי הקורה ונגבה את הרגולטור , כי אם יש משהו שהוא בגדר ליקוי מאוד גדול זאת החולשה של הרגולטור ואנחנו לא צריכים להצטרף לאלה שמחלישים אותו אלא להפך , לחזק אותו . חשבנו בטעות שזה האינטרס של כל הצדדים , שהחוב ייפרע אבל מסתבר שחיינו במיס - קונספציה ."
18_ptv_139592.docx,18,committee,שלי יחימוביץ,"היא הנותנת . המסקנות מאוד נראות לי . קודם כל , הדוח הוא דוח מאוד מעניין . אני שמחה לשמוע . הניסיון להציג את החלטות בית המשפט כאילו הן פופוליסטיות לעומת ההחלטות השערורייתיות שמתקבלות באוצר ."
18_ptv_139592.docx,18,committee,שלי יחימוביץ,"הדוח הסופי יהיה שונה מדוח הביניים ? כאילו נוצרו כאן שתי ישויות והן לא מתיישבות עם המציאות כי האשראי החוץ בנקאי יש לו עכשיו אחוז הולך וגדל מאוד משמעותי בשוק . כאשר אני רואה התנגדות כל כך אגרסיבית של כל גוף אפשרי שקשור לזה , בציפורניים שלופות , בשיניים חשופות , אני אומרת לעצמי שיש משהו בדוח הזה . בסדר , אני מתייחסת לדוח הביניים . זה באמת דבר מגוחך לחלוטין שתהיה התכתשות בין שני הרגולטורים בהם אנחנו תולים את יהבנו וכל החסכונות של הציבור תלויים במידה רבה בתפקוד שלהם ."
18_ptv_139592.docx,18,committee,שלי יחימוביץ,"למה המוסדיים מרשים לעצמם להשקיע בחברות כאלה שמשרשרות את עצמן ? ומאז עוד קרו כמה דברים . תסבירו לי למה אי אפשר להחיל את כל המגבלות - ועכשיו אני יותר קיצונית מוועדת חודק – שחלות על הבנקים , להחיל אותם גם על האשראי החוץ בנקאי ? הוא לא מבין למה אתה מגונן על הדמוקרטיה . המימון החוץ בנקאי , האשראי החוץ בנקאי , איש הישר בעיניו יעשה ."
18_ptv_139592.docx,18,committee,שלי יחימוביץ,"שיניחו את המריבות שלהם בצד ויתייחסו בכבוד זה אל דוחותיו של זה , גם אם יש להם מחלוקת . אולי הם יספרו לנו . אולי יש שם משהו שאנחנו לא מבינים ואולי סתם זה רפלקס כזה של התנפלות מיידית על כל מי שבא באיזשהו אופן להגביל אותם ולבקש מהם לשים רסן ואחר כך יתחילו להתמקח ויגיעו למשהו שהוא לרוחם . אני הדיוט . משפט אחרון ."
18_ptv_139592.docx,18,committee,שמשון אלבק,"אני לחלוטין מסכים . הדבר השני הוא שאכן רשות ניירות ערך לא מתנצחת עם הממונה על שוק ההון והביטוח ומי כמוכם חברי הכנסת יודע שמי שכותב את כותרות העיתונים אלה הם העורכים ולא מי שמדבר על דוחות מחקר שנערכו על ידי הכלכלנית הראשית של רשות ניירות ערך . כיוון שאנחנו נקיים דיון נוסף , אני אעיר רק שתי הערות קצרות לדברים שאמרה חברת הכנסת יחימוביץ שלא נמצאת כאן כרגע . אני לא אחראי על הפרנסה של העיתונים , אבל מעבר לזה אני לא אפריע . מה שיש , זה מחקר שנערך על נתונים מסוימים של איגרות חוב בשווקים בעולם והמחקר הזה מפורסם ואפשר לראות אותו ."
18_ptv_139917.docx,18,committee,דוד עוזר,"העניין הוא כזה , הרשות פועלת על פי חוק הרשות הלאומית לבטיחות בדרכים . אני הייתי אז בדיונים לפני שנתיים שהיה קיצוץ והיו עשרות דיונים איתם והם החליטו , פשוט בגרזן , יום אחד , להוריד לנו מ- 550 , 200 מיליון שקל , תעשו חשבון , זה כמעט 40 % . העבודה בוצעה , אז בגלל שלא שילמו במזומן ? בסך הכל , לגבי השאלה שלך לגבי המשטרה -  - - אפילו ניידות הבטיחות במשרד התחבורה , אנחנו מפקחים עליהם ."
18_ptv_139917.docx,18,committee,דוד עוזר,"לגבי הנושא של המשטרה , יש לנו הסכם מולם . זה לא מדויק . ברשותך , כבוד היושב ראש וחברי הכנסת הנכבדים . הרשות מפקחת על זה , בהחלט . חבל לנו שהוא מקוצץ , אבל עם זה אנחנו עובדים ."
18_ptv_139917.docx,18,committee,דוד עוזר,"על פי החוק אנחנו לא יכולים לעשות את זה . אנחנו עצמנו היינו רוצים להיות יותר עצמאיים , אבל כרגע , במצב הקיים , זו העצמאות שיש לנו ועם זה אנחנו מתפקדים . אני לא אאריך בדברים , אבל אני יכול לומר לכם שאנחנו עובדים על פי תכנית עבודה מסודרת . אין כמעט דבר כזה , גם לא במשרד האוצר עצמו . גם במשרד האוצר עצמו יש פחות מ- 70 % ניצול , אז להשתמש בזה נגדנו ?"
18_ptv_139917.docx,18,committee,דוד עוזר,"החוק מקנה לה עצמאות כזאת או אחרת , יש דברים שאנחנו לא עצמאיים במאה אחוז , למשל לדוגמה אנחנו לא יכולים לחקור תאונות דרכים . כי לא נתתם לנצל אותם . לבוא ולהגיד שאנחנו לא מנצלים את התקציב , אני לא רוצה להתבטא בחריפות , אבל שיראו לנו איזה שהוא משרד מנצל 100 % את התקציב במזומן . אני ממלא המקום של המנהל הכללי של הרשות לבטיחות בדרכים . על כל הגופים , כולל משרד החינוך ."
18_ptv_139917.docx,18,committee,דוד עוזר,"גם לפני שנתיים וגם לפני זה . יש לנו תכנית אסטרטגית , התקציב אושר . יש הסכם . ברשותכם , נאמרו פה מלים לגבי הנושא של הניצול של כספי התקציב של הרשות , אני פשוט מוחה על זה שבאים ואומרים -  - - דרך אגב , בהסכם הזה בינינו לבין המשטרה הם צריכים להוציא 100 כדי לקבל 65 ועל זה אנחנו מפקחים , שאכן הם מעסיקים את אותם שוטרים ו-  - -"
18_ptv_139917.docx,18,committee,דוד עוזר,"אני לא מכיר שום גוף ש-  - - מה זאת אומרת ? זאת היתה ההחלטה בגדול . קודם כל , אז מר מיכה פרלמן , שיושב פה , לא היה . התחלתי כסגן מנהל כללי לענייני כספים , מינהל ומשאבי אנוש ובחמשת החודשים האחרונים אני ממלא את תפקיד ממלא מקום המנהל הכללי ."
18_ptv_139917.docx,18,committee,חיליק רוזנבלום,"אני מייצג את פורום פעולה , פורום של עמותות וארגונים למניעת תאונות דרכים , הפורום הגדול ביותר הציבורי שפועל בארץ . אתה בא , אתה אומר , 'מה ייצא ? לפני שנכנס המנהל הכללי של משרד התחבורה לתפקידו , ביקשנו בדחיפות להיפגש איתו כשראינו שקוצץ תקציב גדול לרשויות המקומיות . לא כל התקציבים נרקמו וחזרו למה שאנחנו רוצים , ואני מצטרף פה לדברי נציג אור ירוק , מר אבוהב , עדיין יש בעיה בחינוך , עדיין יש בעיה אצל גורמים בתחום הגורם האנושי ואני מקווה שלא רק התשתיות , כבוד המנהל הכללי , יקבלו גיבוי , אלא גם הנושא של הגורם האנושי , חינוך הילדים , כל הצד הזה , הוא נפגע מאוד , אפילו חלק מהתקציב של הגופים שמטפלים בגורמי אנוש נפגע ובחלוקת התקציב בין תשתיות ובין גורמי אנוש , ואני לא שם שיפוט מה יותר חשוב ומה פחות חשוב , אבל יש חשיבות רבה לטפל בנושא הזה ואני מקווה שאתה תיתן את כובד משקלך גם לנושא הזה . בפורום שותפות רוב העמותות שפועלות למען הבטיחות בדרכים , שותפים חברות פרטיות , אזרחים , יצרנו מעין תנועה עממית ואליה הצטרפו משרד החינוך , משטרת ישראל , צה""ל , השלטון המקומי וגופים ממסדיים שבאים באופן קבוע לפורום הזה שנפגש אחת לחודש במחצית החודש ."
18_ptv_139917.docx,18,committee,חיליק רוזנבלום,"תודה רבה . אתה אמרת שבועיים , עשרה ימים , אני הולך קדימה , אני לא הולך להפשיל את השמיכות אחורה . סוכם עם האוצר בצורה חד משמעית , על ידי מר עמית לנג , הממונה על התקציב הזה , ומר אודי אדירי , שישב איתנו בישיבות , שהוא ממונה על תקציב התחבורה , ששום פעולה , פעולת אמת , לא תיפגע , הפעולות האמיתיות , כולל משרד החינוך . לצערנו הם לא עמדו בזה . אנשי האוצר פתחו את דלתם בפנינו והיו לנו מספר ישיבות אינטנסיביות לגבי הגדלת התקציב ."
18_ptv_139917.docx,18,committee,חיליק רוזנבלום,"לא רק זוכים , אני חושב שהוא גם זוכה מאיתנו . אם יום הבטיחות בדרכים פעם לא היה , אז הפורום הזה הציע את הדבר הזה , זה הפך ליוזמת חקיקה והדבר הזה קרה בכנסת . עוד פעולות לזכר הקרבנות או פעולות שאנחנו יוצאים לעזור למשטרה או בקבוצות של מתנדבים , פעולות שאנחנו עושים בבתי ספר , בגני ילדים , העמותות האלה פועלות . כבוד היושב ראש , אני מבקש להוסיף משפט . לזה אנחנו מצפים , וכדאי , הוועדה וכבוד היושב ראש , שיהיה מעקב לעניין הזה ואני מקווה שהדבר הזה יניע את התהליך קדימה ואני חושב שצריך לברך את כל גורמי התחבורה והבטיחות בדרכים על ההישג שנגרם בשנה הזאת , עם מספר הרוגים נמוך יותר , דבר שאין לו שום תקדים ואני מברך פה בשם פורום פעולה את כל העושים במלאכה ."
18_ptv_139917.docx,18,committee,חיליק רוזנבלום,"הועלתה טענה של האוצר לגבי האפקטיביות ולגבי דברים אחרים . חלק מטענת האוצר היתה שחלק מהמשרדים שמועברים אליהם תקציבים מנצלים את התקציבים לדברים אחרים . לקחו על עצמם מר עמית לנג ומר אדירי שלא ייפגע התקציב , שלא ייפגעו הפעולות , והם אחראים איך ליצור את המאטצ'ינג בין משרד התחבורה והמשטרה וכולי . הפורום מתכנס מזה שבע שנים , אחת לחודש , במכון לחקר הגורם האנושי באוניברסיטת בר אילן . הלוואי שבעוד חודש תתכנס מועצה ותוך זמן קצר אחרי זה ייבחר מנהל כללי ."
18_ptv_139917.docx,18,committee,חיליק רוזנבלום,"הוזזו תקציבים , הוא שמע אותנו . אני לא הולך ומתחיל להרים את השמיכות אחורה , אבל בהחלט היתה דאגה . אנחנו לא באנו ללחום , אנחנו עושים דברים , אנחנו מקדמים דברים , יזמנו דברים . הפורום דאג מאוד מההתרחשות שהיתה לרשות ואני שמח מאוד לשמוע את המנהל הכללי היום שאולי תוך שבועיים - חודש אמור להיווצר מהפך , כי באמת היה מצב של לא ידענו מה הכיוון . בהנחה שהדבר הזה עומד להסתדר , אני יכול פה להעיר הערה אחת ;"
18_ptv_139917.docx,18,committee,חיליק רוזנבלום,"שלום , כבוד היושב ראש , חברי כנסת נכבדים . אני יכול לומר שלא חשבנו שייצא משהו מהישיבה . בתקופה זו ובתקופות קודמות אנחנו , בפורום , נמצאים בקשר שוטף עם ממלא מקום המנהל הכללי של הרשות ואנחנו זוכים לשיתוף פעולה . ' וכולי , והתפלאנו ושמחנו . מה שאני מצפה מאוד זה שאולי אנחנו באנו לדיון כשכבר הכל בסדר והכל נגמר ובעוד חודש תפעל פה מועצה ."
18_ptv_139917.docx,18,committee,חמד עמאר,"זה מה שאתה אומר . מה שהיה צריך להעביר משרד החינוך , הוא לא העביר . אבל אם היא לא מחליטה , סימן שהיא לא עצמאית . אבל אין ניצול . הוועדה גם ממליצה על זה ."
18_ptv_139917.docx,18,committee,חמד עמאר,"אם משרד התחבורה אומר לה 'תעבירי את הכסף' , סימן שהיא לא עצמאית . אני חושב שאנחנו כאן בוועדה נבדוק מה קורה , נשמע את המנהל הכללי , אבל קודם כל אני רוצה לשמוע את חברי הכנסת המציעים . הוועדה שמעה את הודעת המנהל הכללי של משרד התחבורה והבטיחות בדרכים כי המשרד פועל לסיום תהליך המינוי של המועצה , יושב ראש למועצה ומנהל כללי קבוע בהקדם האפשרי . זה התחיל ב- 2006 . בוודאי , אבל אתה חושב שזה ראוי ."
18_ptv_139917.docx,18,committee,חמד עמאר,"כולנו עדים להצלחה שהיתה בשנה שעברה בירידה במספר ההרוגים בתאונות הדרכים , ירידה של מאה פלוס , וזה הישג . בקשר לרשות , אם היא עצמאית או לא עצמאית . תודה רבה . אנחנו צריכים לקחת את הנושא הזה ולקיים דיון , ומי שיקבל רשות דיבור , שידבר , ונראה איפה נגיע בסופו של הדיון הזה . זה לא גוף נפרד ?"
18_ptv_139917.docx,18,committee,חמד עמאר,"הרשות , יושב ראש הרשות , המועצה של הרשות ? אבל מה ששמענו מהמנהל הכללי של משרד התחבורה שיש ממלא מקום שכבר חצי שנה מתפקד ואנחנו ראינו ירידה במספר תאונות הדרכים . על סדר היום המשך הפעילות של הרשות הלאומית לבטיחות בדרכים ואי תפקודה , 18.1.2010 , יושב ראש הכנסת והסגנים החליטו להעביר את ההצעות שלי , של חברת הכנסת רונית תירוש ושל חבר הכנסת חנא סוייד לדיון מהיר בוועדת הכלכלה . אם אני לא מדייק במספרים , אני אשמע אחר כך מהמנהל הכללי , וכל זה מאיים על התכנית האסטרטגית הרב שנתית של הרשות . לא למשטרה , שאלתי באופן כללי , הכנסתי גם את מע""צ , משרד החינוך , את כולם ."
18_ptv_139917.docx,18,committee,חמד עמאר,"אם הרשות לא מצליחה לנצל את התקציב -  - - אני אוסיף לדבריו של חבר הכנסת סוייד . אני אשאל את זה אחרת , מי מורה לה להעביר לתשתיות , למע""צ , או לאגף התשתיות ? לפני שהגעתי לכנסת עבדתי במע""צ וגם אני בעצמי הייתי מסתובב עם השר , כאחראי על כל הפיתוח במגזרים , ואין ישיבה עם השר , שבה השתתפתי , שלא הגיעו נציגים של הרשות הלאומית לבטיחות בדרכים והציגו תכניות שהם עובדים ומסבירים ביישובים . אנחנו מתחילים את הדיון ."
18_ptv_139917.docx,18,committee,חמד עמאר,"חבר הכנסת חנא סוייד , בבקשה . מי מחליט להעביר למשטרה ? הוועדה מברכת על הודעת המנהל הכללי של משרד התחבורה , כי סוכם על תוספת של 50 מיליון שקל לתקציב הרשות הלאומית וקוראת לממשלה להגדיל את תקציב הרשות לשנת 2011 ולהעמידו על 550 מיליון שקל . מר שמואל אבוהב , מנהל כללי של עמותת אור ירוק . מה התקציב של השנה ?"
18_ptv_139917.docx,18,committee,חמד עמאר,"לא , אני העברתי את מה שאמר המנהל הכללי של משרד התחבורה . כמו כן התקציב לשנת 2010 קוצץ מ- 550 מיליון שקל ל- 380 מיליון שקלים . אני לא מתכוון לזה . מי מפקח על הכסף שמועבר למשטרה ולכל הגורמים האחרים ? שיתוף פעולה של המשטרה ואכיפה ואתה מוצא יותר ניידות בכבישים ."
18_ptv_139917.docx,18,committee,חמד עמאר,"אני דיברתי בעצמי על הנושא הזה במליאת הכנסת ואמרתי שיש שלושה גורמים שיכולים להוריד את זה . הדבר השלישי זה ההסברה . אבל אם בישיבת מועצה היא מחליטה שהיא צריכה להעביר 65 מיליון שקלים למשטרה , 20 מיליון למשרד החינוך , 5 מיליון שקלים למע""צ , אז היא עצמאית . הרשות ? מי נאבק מולכם על התקציב של הרשות ?"
18_ptv_139917.docx,18,committee,חמד עמאר,"בינתיים יש לנו עלייה של 22 % . אני מבין שמהרשות מועבר כסף למשטרה , דוגמה 100 מיליון שקל מועבר למשטרה . את המכרז לא היה אפשר להקדים או לאחר ? תודה רבה . יש לך נתון על כמה התוספת ?"
18_ptv_139917.docx,18,committee,חמד עמאר,"צהריים טובים לכולם . אחד , אנחנו רואים את השיפור בתשתיות , ואני באמת רוצה לברך את המנהל הכללי של משרד התחבורה על הנושא , שאיפה שאתה מסתובב היום בארץ אתה רואה פיתוח כבישים , עובדים על מחלפים ויש השקעה בתשתיות . אני שואל אותך שאלת הבהרה . מי שעושה את ההסברה ומקדם את כל נושא ההסברה זה הרשות הלאומית לבטיחות בדרכים , גם בבתי ספר . אנחנו מתעסקים בחיי אדם ."
18_ptv_139917.docx,18,committee,חמד עמאר,"מר חיליק רוזנבלום , פורום פעולה . הוועדה מברכת על הירידה במספר הנפגעים בתאונות דרכים . אדוני המנהל הכללי , תוך כמה זמן אתה מעריך תהיה לנו כבר מועצה ? זה לא גוף עצמאי ? חבר הכנסת סוייד , אנחנו באמת מעלים את הנושא של להגדיל את התקציב וממה שאני שומע , ניצול של 70 % , נשארו 80 -  - -"
18_ptv_139917.docx,18,committee,חמד עמאר,"מר יעקב אדלר , אנשים באדום . אנחנו נשמע אותו עכשיו . כל ירידה בתאונות דרכים , כל הרוג אחד פחות זה חיסכון בחיי אדם . אדוני המנהל הכללי , החוק מחייב שיהיה במועצה בן מיעוטים . נכנסתי לאתר של הרשות היום וראיתי שעד 14 לחודש היו שבעה הרוגים מהמגזר הערבי , שבעה הרוגים מהסקטור היהודי וזה מעיד על התוצאות של שנה שעברה שכמעט 40 % מההרוגים היו מהמגזר הערבי , פי שתיים מגודלם באוכלוסייה , ומה שאנחנו רואים זה 50% - 50 % עד עכשיו השנה ."
18_ptv_139917.docx,18,committee,חמד עמאר,"שכחתי שהיית איש משטרה . הדבר השני , אכיפה . או שמורים לה ממשרד התחבורה 'תעבירי 100 מיליון' , '65 מיליון' . מר מיכה פרלמן , נציג האוצר . שמעתי אותך גם אתמול , אתה סומך ומאמין להם ."
18_ptv_139917.docx,18,committee,חמד עמאר,"הוועדה מברכת על הודעת המנהל הכללי של משרד התחבורה והבטיחות בדרכים שיפעל למנות בני מיעוטים למועצת הרשות הלאומית , בהתאם למשקלם באוכלוסייה . אני הגשתי את הבקשה כי כולנו יודעים שכשממשלת ישראל החליטה להקים את הרשות הלאומית לבטיחות בדרכים היא ידעה שיש חשיבות לנושא וזה נושא שצריך טיפול שורש , צריך לבנות אסטרטגיה למלחמה בתאונות הדרכים . אנחנו מסכמים . ההחלטה היתה להקים את הרשות כרשות עצמאית . של כמה ?"
18_ptv_139917.docx,18,committee,חנא סוייד,"זה קצת נראה מאיים . כשיש הרבה משאבים , אז ניחא , ניהול , כמה שהוא לא כל כך יעיל , הוא עדיין נסבל , אבל כאשר יש צמצום במשאבים ותוהו ובוהו ניהולי או חוסר ודאות ניהולית , זה יכול בהחלט לפגוע בסופו של דבר בתפקוד . שאלה שנייה ; חשוב מאוד לשמור על ההישגים ולשמור על ההרכב ועל הגופים שתרמו להישג שהזכרתי . כפי שאמרתי , התוצאה הזו בהחלט באה כפעילות משולבת של מספר גורמים , בוודאי משרד התחבורה , על זרועותיו השונות , לרבות הרשות הלאומית לבטיחות בדרכים , אבל אני גם מציין את הפעילות של גופים וולונטריים אחרים , של המגזר השלישי ושל עמותות ומאמצים שונים שהושקעו מכל מרכיבי החברה על מנת להיאבק בתופעה ובמכת המדינה של נפגעי תאונות דרכים ."
18_ptv_139917.docx,18,committee,חנא סוייד,"אתה אמרת שאתה לא מבדיל ואני מברך שאתה לא מבדיל , לא יהודי ולא חרדי , זה חשוב מאוד , אבל יחד עם זאת , כשאתה מטפל -  - - זה לא לא הגיוני , אבל זה מוטעה . ברור שכל אזרח במדינת ישראל בירך על ההישג . שבכל זאת יישבו ברשות ובמועצה ויגידו שיש צורך לפעול בתחום הזה וליזום איזה שהן פעולות . לכן אנחנו רוצים לקרוא למשרד התחבורה , לשר התחבורה , למנהל הכללי ולכל מקבלי ההחלטות בתחום הזה ליישר קו או לרפא את המצב שאליו הגיעה הרשות , על מנת שבסופו של דבר הרשות תחזור לפעילות שלה ."
18_ptv_139917.docx,18,committee,חנא סוייד,"כפי שאומרים , סוס מנצח לא מחליפים , לכן בכלל לא ברור המצב שאליו נקלעה הרשות כפי שסיפר חברי , יושב ראש הישיבה , התפטרות היושבת ראש , המנהל הכללי שהתפוטר , או פוטר , אני לא יודע בדיוק מה קרה שם , עד עצם היום הזה אין מנהל כללי חדש . כמובן שעדיין אפשר עוד לעשות דברים , אי אפשר להסתפק במה שהושג עד היום וכל השקעה בתחום הזה של צמצום מספר הנפגעים בתאונות דרכים מבורכת , וכל השקעה היא מבורכת . תודה , אדוני היושב ראש . כידוע לך , 40 % מההרוגים בתאונות דרכים הם אזרחים ערבים שזה בעצם כמעט פי שתיים מהאחוז של האוכלוסייה הערבית בכלל , ומבעלי כלי רכב ונהגים זה יותר מפי שתיים . נשים את החוק בצד , אני לא יודע אם הוא מחייב או לא מחייב ."
18_ptv_139917.docx,18,committee,חנא סוייד,"מצב שבו מקצצים איזה שהיא רשות ויוצרים מן מצב של חוסר ודאות ניהולי , זה יכול באמת לאותת לכך שיש רצון לפגוע בעצמאות של הרשות . אני זוכר גם שהיתה טענה שלא מנצלים את התקציבים . בהנחה שהוא לא מחייב , אתה רואה לנכון , אתה רואה חשיבות שגם יהיה ייצוג הולם , לקבוצה . זו השאלה שלי . אנחנו מוכנים בהחלט להיאבק להחזיר משאבים שקוצצו מהרשות , לדעתנו אילו תקציבים חשובים ועדיין נחוצים , אבל בהחלט דרושה מנהיגות וודאות ניהולית ברשות ולכן אנחנו נשמח לשמוע על חידושים , על התפתחויות בעניין הזה , במיוחד כשהם מובילים לוודאות ניהולית ברשות ."
18_ptv_139917.docx,18,committee,חנא סוייד,"האם התכוונתם למנות במועצה של הרשות אזרחים ערבים , נציגים של הציבור הערבי ? לא בשנה הזו . דובר על לפני שנתיים . האם באמת יש כוונה כזו ? ברשותך , יש לי שתי שאלות להפנות למנהל הכללי ."
18_ptv_139917.docx,18,committee,חנא סוייד,"כי זו יכולה להיות נטייה טבעית . ואם החוק לא מחייב ? אני כמובן מצטרף לברכות ולמילות השבח לפעילות המשולבת ולעמידה ביעדים מבחינת נפגעים בתאונות הדרכים . שזה לא יהיה הפוך על הפוך . אם נצרף את התוהו ובוהו הניהולי עם צמצום המשאבים שעומדים לרשות הרשות , זה יכול לפגוע בתפקוד ובהישגים ."
18_ptv_139917.docx,18,committee,חנא סוייד,"אדוני המנהל הכללי , ראשית אני רוצה אולי שתחזור על מה שאמרת לגבי עצמאות הרשות . האם כתוצאה מהירידה בנפגעים , האם יש לכם נטייה להוריד את התקציבים ? זו שאלה ראשונה . אני לא קיבלתי תשובה מהמנהל הכללי לגבי מינוי ערבים למועצה . לכן התפקוד של כל מרכיבי המאמץ המשולב הזה , התפקוד הראוי והסביר שלה הוא חשוב מאוד ולכן המצב שנקלעה אליו הרשות הלאומית מעורר דאגה , אדוני המנהל הכללי ."
18_ptv_139917.docx,18,committee,יעקב אדלר,"אני הנציג של העמותה אנשים באדום , שהיא חלק מהגג של העמותות שמר יחיאל רוזנבלום כרגע הזכיר . האם ההתפטרות הזאת היתה מסיבות אישיות , פרטיות , או שזה אולי נבע מכך שהרשות לא מילאה את תפקידה כפי שהוגדר בחוק ? אני בין היתר גם רופא וכרופא שטיפל בהרבה חולים אני שואל את השאלה , מה בעצם גרם להתפטרותו של המנהל הכללי של הרשות . זה מה שרציתי לומר . אנחנו , כאנשים מבחוץ , שהיה לנו קשר עם הרשות , התרשמנו שהרשות לא קיבלה את מלוא הסמכויות כפי שהוחלט בזמנו כשהרשות הוקמה ."
18_ptv_139917.docx,18,committee,יעקב גנות,"אז יכול היה לתת תשובה במיידית , לא , הוא ביקש 48 שעות , זה ייקח עוד שלושה ימים , עוד חמישה ימים , אחר כך תוציא את הטפסים , נעשה את הכל . אבל אני חייב להדגיש דבר נוסף . לא , בפירוש לא . מה שקרה שלפני שנה משרד האוצר הוסיף 20 מיליון שקל -  - - פלוס מינוס , אני לא רוצה עכשיו פורמלית לומר , מפני שההבטחות בעל פה , למרות שאני בין אלה שסומכים במאה אחוז -  - -"
18_ptv_139917.docx,18,committee,יעקב גנות,"נושא משרד החינוך . אנחנו עושים את הכל לזרז , אז לבוא ולחזור על זה שזה חמור , זה אנחנו יודעים , ואנחנו רוצים לעשות את הכל שהמצב הזה יתוקן וכמה שיותר מהר . צר לי , אני הקמתי את אגף התנועה בשנת 96' , אז עוד לא היתה מודעות , כפי שקיימת היום , אז לא היו לא 500 ולא 400 ולא 300 ולא 200 ואז התחיל השינוי לגבי עקומת תאונות הדרכים . מר אבוהב , אני רואה שאתם דוקטורים לתקציבים . יש מצב נתון ."
18_ptv_139917.docx,18,committee,יעקב גנות,"זה לא אותו מצב בכניסה לחיפה , על יד גשר פז . השנה , מכיוון שברשות קוצצו התקציבים ב- 150 מיליון שקל -  - - אנחנו מחפשים מועמדים ברמות ואיכויות ובמעמד כזה שזה לא יהיה פשוט . יש כרגע ממלא מקום , התקציב קיים , תכנית עבודה , למיטב הבנתי , יש , שיתוף פעולה בין הגורמים , משטרת ישראל , הרשות , תשתיות , חינוך , חוץ מאותן הבעיות השגרתיות , ובזה אנחנו עוזרים לממלא המקום כדי שהחוסר . מי שלא יודע עברית , יש לו בעיה ."
18_ptv_139917.docx,18,committee,יעקב גנות,"אני לא יכול להתחייב בפניכם שהשר יצליח תוך שבוע ימים או עשרה ימים , אבל לא יותר מזה . בי""ת , אנחנו הוספנו במיידית , לשנים הקרובות , בעת הכנת התקציב לתשתיות בתחום הבין עירוני , דרישה , ואני בטוח שניענה , של כמה עשרות מיליוני שקלים בנוסף למה שהם כרגע הוציאו כל שנה . מכיוון שיש סמכויות , אתה מכיר קצת -  - - תלמד ממבוגרים ממך שלא תוקפים את משרד האוצר . לאור העובדה שהמועצה סיימה את תפקידה יום לפני המועד של פתיחת המעטפות , הגענו למצב שצריכים להמתין למינוי מועצה , הקמת ועדת איתור , פרסום מכרז חדש והחלטה לגבי המנהל הכללי , עם השמות שיועברו לפני שר התחבורה ."
18_ptv_139917.docx,18,committee,יעקב גנות,"תוסיף עוד מה שאנחנו מדברים ואין כוונה לרדת , אלא רק להוסיף . התקציב לא ירד אצל שר התחבורה הזה . והמצב הנתון שאנחנו לא יכולים לפעול בניגוד לחוק . אני יכול להתחייב במה שתלוי רק בי . עד כאן ."
18_ptv_139917.docx,18,committee,יעקב גנות,"רק אתמול , אני יודע , שהשר פנה לאישיות מכובדת מאוד , מרכזית מאוד , בתחום הזה , הוא ביקש 48 שעות לתת תשובה . הוועדה מונתה על ידי המועצה . לא , אדוני . מע""צ מוסיפים כל שנה תוספת של פלוס מינוס 50 מיליון שקלים . ההיפך , אנחנו הוספנו כרגע לתשתיות יותר מ- 100 מיליון שקלים , ואם אנחנו שמים 100 מיליון שקל פלוס 350 זה 450 מיליון שקל ."
18_ptv_139917.docx,18,committee,יעקב גנות,"אבל זה לא עכשיו , גברתי , זה לפני שנתיים . השמות האחרונים אמורים להיות תוך יום יומיים . אדוני , אתה שאלת , אני אענה . גם התשתיות , גם הכנסת תחבורה ציבורית , שלא היתה שנים . שגם זה ישפיע , לדעתי , ואני משוכנע שזה ישפיע ."
